,name,lat,lon,date,value,deaths,recovered,category
3623,Czechia,49.8167003,15.4749544,2020-02-02,0,0,0,Czechia
9471,Nigeria,9.6000359,7.9999721,2020-02-02,0,0,0,Nigeria
2333,Cameroon,4.6125522,13.1535811,2020-02-02,0,0,0,Cameroon
1559,Bhutan,27.549511,90.5119273,2020-02-02,0,0,0,Bhutan
12223,Sweden,59.6749712,14.5208584,2020-02-02,1,0,0,Sweden
15405,Sierra Leone,8.6400349,-11.8400269,2020-02-02,0,0,0,Sierra Leone
9299,Nicaragua,12.6090157,-85.2936911,2020-02-02,0,0,0,Nicaragua
3537,Cyprus,34.9823018,33.1451285,2020-02-02,0,0,0,Cyprus
9213,New Zealand,-41.5000831,172.8344077,2020-02-02,0,0,0,New Zealand
5343,Greece,38.9953683,21.9877132,2020-02-02,0,0,0,Greece
7665,Liechtenstein,47.1416307,9.5531527,2020-02-02,0,0,0,Liechtenstein
8095,Maldives,4.7064352,73.3287853,2020-02-02,0,0,0,Maldives
3451,Cuba,23.0131338,-80.8328748,2020-02-02,0,0,0,Cuba
5687,Haiti,19.1399952,-72.3570972,2020-02-02,0,0,0,Haiti
4483,Eswatini,-26.5624806,31.3991317,2020-02-02,0,0,0,Eswatini
13341,Uruguay,-32.8755548,-56.0201525,2020-02-02,0,0,0,Uruguay
10417,Portugal,40.0332629,-7.8896263,2020-02-02,0,0,0,Portugal
1387,Belgium,50.6402809,4.6667145,2020-02-02,0,0,0,Belgium
8353,Mauritius,-20.2759451,57.5703566,2020-02-02,0,0,0,Mauritius
12481,Tanzania,-6.5247123,35.7878438,2020-02-02,0,0,0,Tanzania
7407,Latvia,56.8406494,24.7537645,2020-02-02,0,0,0,Latvia
10159,Peru,-6.8699697,-75.0458515,2020-02-02,0,0,0,Peru
11363,Seychelles,-4.6574977,55.4540146,2020-02-02,0,0,0,Seychelles
2505,Central African Republic,7.0323598,19.9981227,2020-02-02,0,0,0,Central African Republic
6461,Ireland,52.865196,-7.9794599,2020-02-02,0,0,0,Ireland
2247,Cambodia,13.5066394,104.869423,2020-02-02,1,0,0,Cambodia
6977,Kazakhstan,47.2286086,65.2093197,2020-02-02,0,0,0,Kazakhstan
12309,Switzerland,46.7985624,8.2319736,2020-02-02,0,0,0,Switzerland
14459,Laos,20.0171109,103.378253,2020-02-02,0,0,0,Laos
5429,Guatemala,15.6356088,-89.8988087,2020-02-02,0,0,0,Guatemala
3709,Denmark,55.670249,10.3333283,2020-02-02,0,0,0,Denmark
15663,Western Sahara,24.1797324,-13.7667848,2020-02-02,0,0,0,Western Sahara
269,Andorra,42.5407167,1.5732033,2020-02-02,0,0,0,Andorra
441,Antigua and Barbuda,17.2234721,-61.9554608,2020-02-02,0,0,0,Antigua and Barbuda
1645,Bolivia,-17.0568696,-64.9912286,2020-02-02,0,0,0,Bolivia
15491,Malawi,-13.2687204,33.9301963,2020-02-02,0,0,0,Malawi
9557,North Macedonia,41.6171214,21.7168387,2020-02-02,0,0,0,North Macedonia
10589,Romania,45.9852129,24.6859225,2020-02-02,0,0,0,Romania
4311,Eritrea,15.9500319,37.9999668,2020-02-02,0,0,0,Eritrea
4053,Egypt,26.2540493,29.2675469,2020-02-02,0,0,0,Egypt
4827,France,46.603354,1.8883335,2020-02-02,6,0,0,France
14803,Mali,16.3700359,-2.2900239,2020-02-02,0,0,0,Mali
1903,Brunei,4.4137155,114.5653908,2020-02-02,0,0,0,Brunei
8955,Namibia,-23.2335499,17.3231107,2020-02-02,0,0,0,Namibia
3881,Dominican Republic,19.0974031,-70.3028026,2020-02-02,0,0,0,Dominican Republic
12997,Uganda,1.5333554,32.2166578,2020-02-02,0,0,0,Uganda
8611,Monaco,43.7323492,7.4276832,2020-02-02,0,0,0,Monaco
97,Albania,41.000028,19.9999619,2020-02-02,0,0,0,Albania
9729,Oman,21.0000287,57.0036901,2020-02-02,0,0,0,Oman
7149,"Korea, South",35.7724185,127.79654346305617,2020-02-02,15,0,0,"Korea, South"
1989,Bulgaria,42.6073975,25.4856617,2020-02-02,0,0,0,Bulgaria
3107,Costa Rica,10.2735633,-84.0739102,2020-02-02,0,0,0,Costa Rica
11105,Saudi Arabia,25.6242618,42.3528328,2020-02-02,0,0,0,Saudi Arabia
10675,Russia,64.6863136,97.7453061,2020-02-02,2,0,0,Russia
2075,Burkina Faso,12.0753083,-1.6880314,2020-02-02,0,0,0,Burkina Faso
1129,Bangladesh,24.4768783,90.2932426,2020-02-02,0,0,0,Bangladesh
11019,San Marino,43.9458623,12.458306,2020-02-02,0,0,0,San Marino
957,Bahamas,24.7736546,-78.0000547,2020-02-02,0,0,0,Bahamas
11879,Spain,39.3262345,-4.8380649,2020-02-02,1,0,0,Spain
7837,Luxembourg,49.8158683,6.1296751,2020-02-02,0,0,0,Luxembourg
10847,Saint Lucia,13.8250489,-60.975036,2020-02-02,0,0,0,Saint Lucia
12567,Thailand,14.8971921,100.83273,2020-02-02,19,0,5,Thailand
5085,Georgia,32.3293809,-83.1137366,2020-02-02,0,0,0,Georgia
13943,Dominica,19.0974031,-70.3028026,2020-02-02,0,0,0,Dominica
5859,Honduras,15.2572432,-86.0755145,2020-02-02,0,0,0,Honduras
2849,Colombia,2.8894434,-73.783892,2020-02-02,0,0,0,Colombia
8869,Morocco,31.1728205,-7.3362482,2020-02-02,0,0,0,Morocco
9901,Panama,8.559559,-81.1308434,2020-02-02,0,0,0,Panama
14889,Saint Kitts and Nevis,17.250512,-62.6725973,2020-02-02,0,0,0,Saint Kitts and Nevis
12653,Togo,8.7800265,1.0199765,2020-02-02,0,0,0,Togo
10761,Rwanda,-1.9646631,30.0644358,2020-02-02,0,0,0,Rwanda
6031,Iceland,64.9841821,-18.1059013,2020-02-02,0,0,0,Iceland
785,Austria,47.2000338,13.199959,2020-02-02,0,0,0,Austria
1043,Bahrain,26.1551249,50.5344606,2020-02-02,0,0,0,Bahrain
13857,Zimbabwe,-18.4554963,29.7468414,2020-02-02,0,0,0,Zimbabwe
2935,Congo (Brazzaville),-0.7264327,15.6419155,2020-02-02,0,0,0,Congo (Brazzaville)
7923,Madagascar,-18.9249604,46.4416422,2020-02-02,0,0,0,Madagascar
14029,Grenada,12.1360374,-61.6904045,2020-02-02,0,0,0,Grenada
15147,MS Zaandam,52.4387696,4.8185293,2020-02-02,0,0,0,MS Zaandam
11793,South Africa,-28.8166236,24.991639,2020-02-02,0,0,0,South Africa
3193,Cote d'Ivoire,7.9897371,-5.5679458,2020-02-02,0,0,0,Cote d'Ivoire
15835,Yemen,16.3471243,47.8915271,2020-02-02,0,0,0,Yemen
13169,United Arab Emirates,24.0002488,53.9994829,2020-02-02,5,0,0,United Arab Emirates
6805,Japan,36.5748441,139.2394179,2020-02-02,20,0,1,Japan
7063,Kenya,1.4419683,38.4313975,2020-02-02,0,0,0,Kenya
4999,Gambia,13.470062,-15.4900464,2020-02-02,0,0,0,Gambia
8697,Mongolia,46.8250388,103.8499736,2020-02-02,0,0,0,Mongolia
4741,Finland,63.2467777,25.9209164,2020-02-02,1,0,0,Finland
6891,Jordan,31.1667049,36.941628,2020-02-02,0,0,0,Jordan
699,Australia,-24.7761086,134.755,2020-02-02,12,0,2,Australia
11965,Sri Lanka,7.5554942,80.7137847,2020-02-02,1,0,0,Sri Lanka
12911,Turkey,38.9597594,34.9249653,2020-02-02,0,0,0,Turkey
14115,Mozambique,-19.302233,34.9144977,2020-02-02,0,0,0,Mozambique
9987,Papua New Guinea,-5.6816069,144.2489081,2020-02-02,0,0,0,Papua New Guinea
10933,Saint Vincent and the Grenadines,12.90447,-61.2765569,2020-02-02,0,0,0,Saint Vincent and the Grenadines
12825,Tunisia,33.8439408,9.400138,2020-02-02,0,0,0,Tunisia
13083,Ukraine,49.4871968,31.2718321,2020-02-02,0,0,0,Ukraine
14717,Guinea-Bissau,12.100035,-14.9000214,2020-02-02,0,0,0,Guinea-Bissau
7235,Kuwait,29.2733964,47.4979476,2020-02-02,0,0,0,Kuwait
3021,Congo (Kinshasa),-2.9814344,23.8222636,2020-02-02,0,0,0,Congo (Kinshasa)
8525,Moldova,47.2879608,28.5670941,2020-02-02,0,0,0,Moldova
14975,Kosovo,42.5869578,20.9021231,2020-02-02,0,0,0,Kosovo
11707,Somalia,8.3676771,49.083416,2020-02-02,0,0,0,Somalia
5945,Hungary,47.1817585,19.5060937,2020-02-02,0,0,0,Hungary
3967,Ecuador,-1.3397668,-79.3666965,2020-02-02,0,0,0,Ecuador
9041,Nepal,28.1083929,84.0917139,2020-02-02,1,0,0,Nepal
8783,Montenegro,42.9868853,19.5180992,2020-02-02,0,0,0,Montenegro
7751,Lithuania,55.3500003,23.7499997,2020-02-02,0,0,0,Lithuania
6117,India,22.3511148,78.6677428,2020-02-02,2,0,0,India
8009,Malaysia,4.5693754,102.2656823,2020-02-02,8,0,0,Malaysia
2763,China,35.000074,104.999927,2020-02-02,16630,361,463,China
1817,Brazil,-10.3333333,-53.2,2020-02-02,0,0,0,Brazil
4913,Gabon,-0.8999695,11.6899699,2020-02-02,0,0,0,Gabon
1215,Barbados,13.1500331,-59.5250305,2020-02-02,0,0,0,Barbados
5171,Germany,51.0834196,10.4234469,2020-02-02,10,0,0,Germany
4655,Fiji,-18.1239696,179.0122737,2020-02-02,0,0,0,Fiji
6719,Jamaica,18.1152958,-77.1598454610168,2020-02-02,0,0,0,Jamaica
9815,Pakistan,30.3308401,71.247499,2020-02-02,0,0,0,Pakistan
15233,Botswana,-23.1681782,24.5928742,2020-02-02,0,0,0,Botswana
15061,Burma,17.1750495,95.9999652,2020-02-02,0,0,0,Burma
3279,Croatia,45.5643442,17.0118954,2020-02-02,0,0,0,Croatia
871,Azerbaijan,40.3936294,47.7872508,2020-02-02,0,0,0,Azerbaijan
12739,Trinidad and Tobago,10.8677845,-60.9821067,2020-02-02,0,0,0,Trinidad and Tobago
11,Afghanistan,33.7680065,66.2385139,2020-02-02,0,0,0,Afghanistan
11191,Senegal,14.4750607,-14.4529612,2020-02-02,0,0,0,Senegal
13771,Zambia,-14.5186239,27.5599164,2020-02-02,0,0,0,Zambia
2936,Congo (Brazzaville),-0.7264327,15.6419155,2020-02-03,0,0,0,Congo (Brazzaville)
9300,Nicaragua,12.6090157,-85.2936911,2020-02-03,0,0,0,Nicaragua
10246,Philippines,12.7503486,122.7312101,2020-02-03,2,1,0,Philippines
13428,US,39.7837304,-100.4458825,2020-02-03,11,0,0,US
356,Angola,-11.8775768,17.5691241,2020-02-03,0,0,0,Angola
13514,Uzbekistan,41.32373,63.9528098,2020-02-03,0,0,0,Uzbekistan
3022,Congo (Kinshasa),-2.9814344,23.8222636,2020-02-03,0,0,0,Congo (Kinshasa)
3538,Cyprus,34.9823018,33.1451285,2020-02-03,0,0,0,Cyprus
872,Azerbaijan,40.3936294,47.7872508,2020-02-03,0,0,0,Azerbaijan
15492,Malawi,-13.2687204,33.9301963,2020-02-03,0,0,0,Malawi
14890,Saint Kitts and Nevis,17.250512,-62.6725973,2020-02-03,0,0,0,Saint Kitts and Nevis
4914,Gabon,-0.8999695,11.6899699,2020-02-03,0,0,0,Gabon
1560,Bhutan,27.549511,90.5119273,2020-02-03,0,0,0,Bhutan
8870,Morocco,31.1728205,-7.3362482,2020-02-03,0,0,0,Morocco
15578,South Sudan,7.8699431,29.6667897,2020-02-03,0,0,0,South Sudan
3624,Czechia,49.8167003,15.4749544,2020-02-03,0,0,0,Czechia
6892,Jordan,31.1667049,36.941628,2020-02-03,0,0,0,Jordan
10332,Poland,52.215933,19.134422,2020-02-03,0,0,0,Poland
12224,Sweden,59.6749712,14.5208584,2020-02-03,1,0,0,Sweden
5516,Guinea,10.7226226,-10.7083587,2020-02-03,0,0,0,Guinea
10848,Saint Lucia,13.8250489,-60.975036,2020-02-03,0,0,0,Saint Lucia
11450,Singapore,1.357107,103.8194992,2020-02-03,18,0,0,Singapore
8698,Mongolia,46.8250388,103.8499736,2020-02-03,0,0,0,Mongolia
14374,Belize,16.8259793,-88.7600927,2020-02-03,0,0,0,Belize
7494,Lebanon,33.8750629,35.843409,2020-02-03,0,0,0,Lebanon
958,Bahamas,24.7736546,-78.0000547,2020-02-03,0,0,0,Bahamas
12740,Trinidad and Tobago,10.8677845,-60.9821067,2020-02-03,0,0,0,Trinidad and Tobago
15062,Burma,17.1750495,95.9999652,2020-02-03,0,0,0,Burma
12826,Tunisia,33.8439408,9.400138,2020-02-03,0,0,0,Tunisia
10934,Saint Vincent and the Grenadines,12.90447,-61.2765569,2020-02-03,0,0,0,Saint Vincent and the Grenadines
2420,Canada,61.0666922,-107.9917071,2020-02-03,4,0,0,Canada
3108,Costa Rica,10.2735633,-84.0739102,2020-02-03,0,0,0,Costa Rica
4828,France,46.603354,1.8883335,2020-02-03,6,0,0,France
8784,Montenegro,42.9868853,19.5180992,2020-02-03,0,0,0,Montenegro
8268,Mauritania,20.2540382,-9.2399263,2020-02-03,0,0,0,Mauritania
9386,Niger,17.7356214,9.3238432,2020-02-03,0,0,0,Niger
4398,Estonia,58.7523778,25.3319078,2020-02-03,0,0,0,Estonia
1474,Benin,9.5293472,2.2584408,2020-02-03,0,0,0,Benin
14976,Kosovo,42.5869578,20.9021231,2020-02-03,0,0,0,Kosovo
7064,Kenya,1.4419683,38.4313975,2020-02-03,0,0,0,Kenya
6376,Iraq,33.0955793,44.1749775,2020-02-03,0,0,0,Iraq
12482,Tanzania,-6.5247123,35.7878438,2020-02-03,0,0,0,Tanzania
12912,Turkey,38.9597594,34.9249653,2020-02-03,0,0,0,Turkey
14718,Guinea-Bissau,12.100035,-14.9000214,2020-02-03,0,0,0,Guinea-Bissau
8440,Mexico,19.4326296,-99.1331785,2020-02-03,0,0,0,Mexico
2764,China,35.000074,104.999927,2020-02-03,19716,425,614,China
7322,Kyrgyzstan,41.5089324,74.724091,2020-02-03,0,0,0,Kyrgyzstan
3280,Croatia,45.5643442,17.0118954,2020-02-03,0,0,0,Croatia
15234,Botswana,-23.1681782,24.5928742,2020-02-03,0,0,0,Botswana
1302,Belarus,53.4250605,27.6971358,2020-02-03,0,0,0,Belarus
13256,United Kingdom,54.7023545,-3.2765753,2020-02-03,2,0,0,United Kingdom
10504,Qatar,25.3336984,51.2295295,2020-02-03,0,0,0,Qatar
6720,Jamaica,18.1152958,-77.1598454610168,2020-02-03,0,0,0,Jamaica
11278,Serbia,44.024322850000004,21.07657433209902,2020-02-03,0,0,0,Serbia
6548,Israel,31.5313113,34.8667654,2020-02-03,0,0,0,Israel
700,Australia,-24.7761086,134.755,2020-02-03,12,0,2,Australia
12396,Taiwan*,23.9739374,120.9820179,2020-02-03,10,0,0,Taiwan*
2592,Chad,15.6134137,19.0156172,2020-02-03,0,0,0,Chad
4570,Ethiopia,10.2116702,38.6521203,2020-02-03,0,0,0,Ethiopia
5258,Ghana,8.0300284,-1.0800271,2020-02-03,0,0,0,Ghana
9128,Netherlands,52.5001698,5.7480821,2020-02-03,0,0,0,Netherlands
3366,Diamond Princess,53.8953584,27.5554078,2020-02-03,0,0,0,Diamond Princess
1216,Barbados,13.1500331,-59.5250305,2020-02-03,0,0,0,Barbados
6634,Italy,42.6384261,12.674297,2020-02-03,2,0,0,Italy
11192,Senegal,14.4750607,-14.4529612,2020-02-03,0,0,0,Senegal
10590,Romania,45.9852129,24.6859225,2020-02-03,0,0,0,Romania
614,Armenia,40.7696272,44.6736646,2020-02-03,0,0,0,Armenia
4312,Eritrea,15.9500319,37.9999668,2020-02-03,0,0,0,Eritrea
7236,Kuwait,29.2733964,47.4979476,2020-02-03,0,0,0,Kuwait
12568,Thailand,14.8971921,100.83273,2020-02-03,19,0,5,Thailand
2678,Chile,-31.7613365,-71.3187697,2020-02-03,0,0,0,Chile
15320,Burundi,-3.3634357,29.8870575,2020-02-03,0,0,0,Burundi
5172,Germany,51.0834196,10.4234469,2020-02-03,12,0,0,Germany
14632,West Bank and Gaza,31.4331663,34.3779285,2020-02-03,0,0,0,West Bank and Gaza
4656,Fiji,-18.1239696,179.0122737,2020-02-03,0,0,0,Fiji
13084,Ukraine,49.4871968,31.2718321,2020-02-03,0,0,0,Ukraine
9042,Nepal,28.1083929,84.0917139,2020-02-03,1,0,0,Nepal
13170,United Arab Emirates,24.0002488,53.9994829,2020-02-03,5,0,0,United Arab Emirates
8526,Moldova,47.2879608,28.5670941,2020-02-03,0,0,0,Moldova
442,Antigua and Barbuda,17.2234721,-61.9554608,2020-02-03,0,0,0,Antigua and Barbuda
1130,Bangladesh,24.4768783,90.2932426,2020-02-03,0,0,0,Bangladesh
14546,Libya,26.8234472,18.1236723,2020-02-03,0,0,0,Libya
3194,Cote d'Ivoire,7.9897371,-5.5679458,2020-02-03,0,0,0,Cote d'Ivoire
7408,Latvia,56.8406494,24.7537645,2020-02-03,0,0,0,Latvia
15148,MS Zaandam,52.4387696,4.8185293,2020-02-03,0,0,0,MS Zaandam
11364,Seychelles,-4.6574977,55.4540146,2020-02-03,0,0,0,Seychelles
2506,Central African Republic,7.0323598,19.9981227,2020-02-03,0,0,0,Central African Republic
1044,Bahrain,26.1551249,50.5344606,2020-02-03,0,0,0,Bahrain
6462,Ireland,52.865196,-7.9794599,2020-02-03,0,0,0,Ireland
786,Austria,47.2000338,13.199959,2020-02-03,0,0,0,Austria
12310,Switzerland,46.7985624,8.2319736,2020-02-03,0,0,0,Switzerland
14460,Laos,20.0171109,103.378253,2020-02-03,0,0,0,Laos
10762,Rwanda,-1.9646631,30.0644358,2020-02-03,0,0,0,Rwanda
12654,Togo,8.7800265,1.0199765,2020-02-03,0,0,0,Togo
5430,Guatemala,15.6356088,-89.8988087,2020-02-03,0,0,0,Guatemala
5000,Gambia,13.470062,-15.4900464,2020-02-03,0,0,0,Gambia
11020,San Marino,43.9458623,12.458306,2020-02-03,0,0,0,San Marino
6806,Japan,36.5748441,139.2394179,2020-02-03,20,0,1,Japan
8354,Mauritius,-20.2759451,57.5703566,2020-02-03,0,0,0,Mauritius
1388,Belgium,50.6402809,4.6667145,2020-02-03,0,0,0,Belgium
4742,Finland,63.2467777,25.9209164,2020-02-03,1,0,0,Finland
10676,Russia,64.6863136,97.7453061,2020-02-03,2,0,0,Russia
11106,Saudi Arabia,25.6242618,42.3528328,2020-02-03,0,0,0,Saudi Arabia
5086,Georgia,32.3293809,-83.1137366,2020-02-03,0,0,0,Georgia
7150,"Korea, South",35.7724185,127.79654346305617,2020-02-03,15,0,0,"Korea, South"
12998,Uganda,1.5333554,32.2166578,2020-02-03,0,0,0,Uganda
5344,Greece,38.9953683,21.9877132,2020-02-03,0,0,0,Greece
8612,Monaco,43.7323492,7.4276832,2020-02-03,0,0,0,Monaco
528,Argentina,-34.9964963,-64.9672817,2020-02-03,0,0,0,Argentina
8956,Namibia,-23.2335499,17.3231107,2020-02-03,0,0,0,Namibia
3452,Cuba,23.0131338,-80.8328748,2020-02-03,0,0,0,Cuba
4484,Eswatini,-26.5624806,31.3991317,2020-02-03,0,0,0,Eswatini
9214,New Zealand,-41.5000831,172.8344077,2020-02-03,0,0,0,New Zealand
14804,Mali,16.3700359,-2.2900239,2020-02-03,0,0,0,Mali
2850,Colombia,2.8894434,-73.783892,2020-02-03,0,0,0,Colombia
13342,Uruguay,-32.8755548,-56.0201525,2020-02-03,0,0,0,Uruguay
10418,Portugal,40.0332629,-7.8896263,2020-02-03,0,0,0,Portugal
15406,Sierra Leone,8.6400349,-11.8400269,2020-02-03,0,0,0,Sierra Leone
13944,Dominica,19.0974031,-70.3028026,2020-02-03,0,0,0,Dominica
6978,Kazakhstan,47.2286086,65.2093197,2020-02-03,0,0,0,Kazakhstan
98,Albania,41.000028,19.9999619,2020-02-03,0,0,0,Albania
1732,Bosnia and Herzegovina,44.3053476,17.5961467,2020-02-03,0,0,0,Bosnia and Herzegovina
12138,Suriname,4.1413025,-56.0771187,2020-02-03,0,0,0,Suriname
184,Algeria,28.0000272,2.9999825,2020-02-03,0,0,0,Algeria
13600,Venezuela,8.0018709,-66.1109318,2020-02-03,0,0,0,Venezuela
2162,Cabo Verde,16.0000552,-24.0083947,2020-02-03,0,0,0,Cabo Verde
3796,Djibouti,11.8145966,42.8453061,2020-02-03,0,0,0,Djibouti
9644,Norway,64.5731537,11.52803643954819,2020-02-03,0,0,0,Norway
14288,Timor-Leste,-8.5151979,125.8375756,2020-02-03,0,0,0,Timor-Leste
4140,El Salvador,13.8000382,-88.9140683,2020-02-03,0,0,0,El Salvador
12052,Sudan,14.5844444,29.4917691,2020-02-03,0,0,0,Sudan
15750,Sao Tome and Principe,0.8875498,6.9648718,2020-02-03,0,0,0,Sao Tome and Principe
13858,Zimbabwe,-18.4554963,29.7468414,2020-02-03,0,0,0,Zimbabwe
14030,Grenada,12.1360374,-61.6904045,2020-02-03,0,0,0,Grenada
15836,Yemen,16.3471243,47.8915271,2020-02-03,0,0,0,Yemen
11536,Slovakia,48.7411522,19.4528646,2020-02-03,0,0,0,Slovakia
12,Afghanistan,33.7680065,66.2385139,2020-02-03,0,0,0,Afghanistan
5946,Hungary,47.1817585,19.5060937,2020-02-03,0,0,0,Hungary
8010,Malaysia,4.5693754,102.2656823,2020-02-03,8,0,0,Malaysia
4054,Egypt,26.2540493,29.2675469,2020-02-03,0,0,0,Egypt
3968,Ecuador,-1.3397668,-79.3666965,2020-02-03,0,0,0,Ecuador
5774,Holy See,38.9247244,-77.06572732690151,2020-02-03,0,0,0,Holy See
10074,Paraguay,-23.3165935,-58.1693445,2020-02-03,0,0,0,Paraguay
10160,Peru,-6.8699697,-75.0458515,2020-02-03,0,0,0,Peru
9816,Pakistan,30.3308401,71.247499,2020-02-03,0,0,0,Pakistan
1904,Brunei,4.4137155,114.5653908,2020-02-03,0,0,0,Brunei
1990,Bulgaria,42.6073975,25.4856617,2020-02-03,0,0,0,Bulgaria
6204,Indonesia,-2.4833826,117.8902853,2020-02-03,0,0,0,Indonesia
9558,North Macedonia,41.6171214,21.7168387,2020-02-03,0,0,0,North Macedonia
5688,Haiti,19.1399952,-72.3570972,2020-02-03,0,0,0,Haiti
2248,Cambodia,13.5066394,104.869423,2020-02-03,1,0,0,Cambodia
11880,Spain,39.3262345,-4.8380649,2020-02-03,1,0,0,Spain
7838,Luxembourg,49.8158683,6.1296751,2020-02-03,0,0,0,Luxembourg
8096,Maldives,4.7064352,73.3287853,2020-02-03,0,0,0,Maldives
7666,Liechtenstein,47.1416307,9.5531527,2020-02-03,0,0,0,Liechtenstein
11622,Slovenia,45.8133113,14.4808369,2020-02-03,0,0,0,Slovenia
14202,Syria,34.6401861,39.0494106,2020-02-03,0,0,0,Syria
13686,Vietnam,13.2904027,108.4265113,2020-02-03,8,0,1,Vietnam
3710,Denmark,55.670249,10.3333283,2020-02-03,0,0,0,Denmark
15664,Western Sahara,24.1797324,-13.7667848,2020-02-03,0,0,0,Western Sahara
11794,South Africa,-28.8166236,24.991639,2020-02-03,0,0,0,South Africa
7924,Madagascar,-18.9249604,46.4416422,2020-02-03,0,0,0,Madagascar
1646,Bolivia,-17.0568696,-64.9912286,2020-02-03,0,0,0,Bolivia
270,Andorra,42.5407167,1.5732033,2020-02-03,0,0,0,Andorra
6032,Iceland,64.9841821,-18.1059013,2020-02-03,0,0,0,Iceland
9902,Panama,8.559559,-81.1308434,2020-02-03,0,0,0,Panama
14116,Mozambique,-19.302233,34.9144977,2020-02-03,0,0,0,Mozambique
6118,India,22.3511148,78.6677428,2020-02-03,3,0,0,India
4226,Equatorial Guinea,1.613172,10.5170357,2020-02-03,0,0,0,Equatorial Guinea
5860,Honduras,15.2572432,-86.0755145,2020-02-03,0,0,0,Honduras
11708,Somalia,8.3676771,49.083416,2020-02-03,0,0,0,Somalia
1818,Brazil,-10.3333333,-53.2,2020-02-03,0,0,0,Brazil
2076,Burkina Faso,12.0753083,-1.6880314,2020-02-03,0,0,0,Burkina Faso
7580,Liberia,5.7499721,-9.3658524,2020-02-03,0,0,0,Liberia
7752,Lithuania,55.3500003,23.7499997,2020-02-03,0,0,0,Lithuania
5602,Guyana,4.8417097,-58.6416891,2020-02-03,0,0,0,Guyana
3882,Dominican Republic,19.0974031,-70.3028026,2020-02-03,0,0,0,Dominican Republic
6290,Iran,32.6475314,54.5643516,2020-02-03,0,0,0,Iran
9472,Nigeria,9.6000359,7.9999721,2020-02-03,0,0,0,Nigeria
8182,Malta,35.8885993,14.4476911,2020-02-03,0,0,0,Malta
11966,Sri Lanka,7.5554942,80.7137847,2020-02-03,1,0,0,Sri Lanka
9730,Oman,21.0000287,57.0036901,2020-02-03,0,0,0,Oman
13772,Zambia,-14.5186239,27.5599164,2020-02-03,0,0,0,Zambia
2334,Cameroon,4.6125522,13.1535811,2020-02-03,0,0,0,Cameroon
9988,Papua New Guinea,-5.6816069,144.2489081,2020-02-03,0,0,0,Papua New Guinea
529,Argentina,-34.9964963,-64.9672817,2020-02-04,0,0,0,Argentina
99,Albania,41.000028,19.9999619,2020-02-04,0,0,0,Albania
11795,South Africa,-28.8166236,24.991639,2020-02-04,0,0,0,South Africa
14547,Libya,26.8234472,18.1236723,2020-02-04,0,0,0,Libya
13687,Vietnam,13.2904027,108.4265113,2020-02-04,8,0,1,Vietnam
12569,Thailand,14.8971921,100.83273,2020-02-04,25,0,5,Thailand
15235,Botswana,-23.1681782,24.5928742,2020-02-04,0,0,0,Botswana
11623,Slovenia,45.8133113,14.4808369,2020-02-04,0,0,0,Slovenia
2593,Chad,15.6134137,19.0156172,2020-02-04,0,0,0,Chad
2077,Burkina Faso,12.0753083,-1.6880314,2020-02-04,0,0,0,Burkina Faso
1131,Bangladesh,24.4768783,90.2932426,2020-02-04,0,0,0,Bangladesh
12397,Taiwan*,23.9739374,120.9820179,2020-02-04,11,0,0,Taiwan*
14805,Mali,16.3700359,-2.2900239,2020-02-04,0,0,0,Mali
6033,Iceland,64.9841821,-18.1059013,2020-02-04,0,0,0,Iceland
6549,Israel,31.5313113,34.8667654,2020-02-04,0,0,0,Israel
5861,Honduras,15.2572432,-86.0755145,2020-02-04,0,0,0,Honduras
9903,Panama,8.559559,-81.1308434,2020-02-04,0,0,0,Panama
701,Australia,-24.7761086,134.755,2020-02-04,13,0,2,Australia
7753,Lithuania,55.3500003,23.7499997,2020-02-04,0,0,0,Lithuania
11279,Serbia,44.024322850000004,21.07657433209902,2020-02-04,0,0,0,Serbia
10075,Paraguay,-23.3165935,-58.1693445,2020-02-04,0,0,0,Paraguay
7065,Kenya,1.4419683,38.4313975,2020-02-04,0,0,0,Kenya
2937,Congo (Brazzaville),-0.7264327,15.6419155,2020-02-04,0,0,0,Congo (Brazzaville)
1819,Brazil,-10.3333333,-53.2,2020-02-04,0,0,0,Brazil
14203,Syria,34.6401861,39.0494106,2020-02-04,0,0,0,Syria
4829,France,46.603354,1.8883335,2020-02-04,6,0,0,France
8355,Mauritius,-20.2759451,57.5703566,2020-02-04,0,0,0,Mauritius
1389,Belgium,50.6402809,4.6667145,2020-02-04,1,0,0,Belgium
5087,Georgia,32.3293809,-83.1137366,2020-02-04,0,0,0,Georgia
6205,Indonesia,-2.4833826,117.8902853,2020-02-04,0,0,0,Indonesia
10419,Portugal,40.0332629,-7.8896263,2020-02-04,0,0,0,Portugal
13343,Uruguay,-32.8755548,-56.0201525,2020-02-04,0,0,0,Uruguay
12999,Uganda,1.5333554,32.2166578,2020-02-04,0,0,0,Uganda
6893,Jordan,31.1667049,36.941628,2020-02-04,0,0,0,Jordan
1991,Bulgaria,42.6073975,25.4856617,2020-02-04,0,0,0,Bulgaria
15407,Sierra Leone,8.6400349,-11.8400269,2020-02-04,0,0,0,Sierra Leone
7151,"Korea, South",35.7724185,127.79654346305617,2020-02-04,16,0,0,"Korea, South"
13257,United Kingdom,54.7023545,-3.2765753,2020-02-04,2,0,0,United Kingdom
